timestamp,millis,sensor,nano,altitude,climb,pressure,altitude_raw,latitude,longitude,altitude_gps,vN,vE,groundSpeed,speed,bearing,glide,glideAngle,hAcc,vAcc,sAcc,pdop,hdop,vdop,gpsFix,numSat,groundDistance,flightMode,jumpNumber,gX,gY,gZ,rotX,rotY,rotZ,acc
20120427-120703.942,1335553623942,Alti,318465305144000,1795.184516359438,-32.310275177457854,778.739990234375,1768.8565224035315,,,,,,,,,,,,,,,,,,,,Freefall,2,-7.016958236694336,3.504063367843628,-5.892496585845947,-0.4095826745033264,0.795341432094574,0.3605175018310547,9.493185997009277
20120427-120704.180,1335553624180,Alti,318465500365000,1786.9523088717103,-32.6555152098688,779.5599975585938,1760.4125141168533,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.4439496994018555,3.976630449295044,-6.2369303703308105,-0.3763432502746582,0.8223440647125244,0.3549150824546814,9.983128547668457
20120427-120704.402,1335553624402,Alti,318465704680000,1778.3373127526065,-33.003905214762206,780.4199829101563,1751.5645560959042,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.1158318519592285,4.44620418548584,-6.250252723693848,-0.3427714705467224,0.837297797203064,0.3623334765434265,9.29558277130127
20120427-120704.625,1335553624625,Alti,318465906920000,1770.4488782505287,-33.22145902658898,780.2099609375,1753.724637970815,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.2216620445251465,4.583767890930176,-6.043083190917969,-0.32001087069511414,0.8399953842163086,0.368471622467041,9.280961036682129
20120427-120704.743,1335553624743,Alti,318466101928000,1762.6472196358307,-33.45860626085809,781.1199951171875,1744.3683082955017,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.170468330383301,4.5846662521362305,-6.09442663192749,-0.30299851298332214,0.8478282690048218,0.3619586229324341,9.31945514678955
20120427-120705.29,1335553625029,Alti,318466305022000,1754.1056425802826,-33.77148188733841,782.5199584960938,1729.9920909095904,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.908662796020508,4.604424953460693,-6.334377765655518,-0.2817101776599884,0.8622561693191528,0.34902623295783997,9.271283149719238
20120427-120705.482,1335553625482,GPS,,1754.1056425802826,-33.77148188733841,,,33.616622666666665,-117.30644191666667,2102.7,4.502455403535462,47.63100292649336,,,,,,,,,30.0,5.800000190734863,32.0,1,4,,Freefall,2,-5.303770542144775,4.6177473068237305,-6.83972692489624,-0.247236967086792,0.8874018788337708,0.3248835504055023,10.471259117126465
20120427-120705.215,1335553625215,Alti,318466508178000,1744.9848042973792,-34.17625740494016,784.0999755859375,1713.7918974660993,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.990921497344971,4.666545867919922,-7.039261817932129,-0.23227062821388245,0.897120475769043,0.31727004051208496,10.505729675292969
20120427-120705.428,1335553625428,Alti,318466703490000,1736.5396629882064,-34.49327383484887,784.2699584960938,1712.0506080484788,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.152514934539795,5.152135848999023,-7.242090225219727,-0.19163918495178223,0.9123542904853821,0.3223351836204529,10.355317115783691
20120427-120705.526,1335553625526,Alti,318466906615000,1728.7203700538962,-34.63881079386719,783.739990234375,1717.4805639084689,,,,,,,,,,,,,,,,,,,,Freefall,2,-3.822600841522217,5.882616996765137,-6.857090473175049,-0.16888213157653809,0.9060730934143066,0.35853609442710876,8.70053482055664
20120427-120705.757,1335553625757,Alti,318467102233000,1721.4370431855837,-34.72964522739715,784.0399780273438,1714.406579965536,,,,,,,,,,,,,,,,,,,,Freefall,2,-3.921844482421875,5.899681568145752,-6.7859883308410645,-0.17060622572898865,0.9037489891052246,0.3615915775299072,7.138219356536865
20120427-120705.968,1335553625968,Alti,318467305511000,1713.627527916104,-34.86384337185866,785.1300048828125,1703.245053201672,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.282594203948975,5.298980712890625,-7.058122634887695,-0.19436609745025635,0.9066194295883179,0.3341609239578247,9.341529846191406
20120427-120706.194,1335553626194,Alti,318467500335000,1707.0686650872312,-34.822057882911004,784.4400024414063,1710.3089991308743,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.419709205627441,5.7833733558654785,-6.576873302459717,-0.19685128331184387,0.892446756362915,0.3680630028247833,9.576797485351563
20120427-120706.405,1335553626405,Alti,318467703429000,1702.1930349020224,-34.42898715450031,782.260009765625,1732.6599278243511,,,,,,,,,,,,,,,,,,,,Freefall,2,-3.390599250793457,7.156467914581299,-5.790109634399414,-0.167930006980896,0.8757321238517761,0.4382432699203491,8.520204544067383
20120427-120706.629,1335553626629,Alti,318467906829000,1697.8222166624782,-33.95807280723602,782.0999755859375,1734.3027052316202,,,,,,,,,,,,,,,,,,,,Freefall,2,-2.2234761714935303,7.862549781799316,-5.428761005401611,-0.1552981734275818,0.8675100803375244,0.4702673554420471,8.95085620880127
20120427-120706.986,1335553626986,GPS,,1697.8222166624782,-33.95807280723602,,,33.6160481,-117.30878708333333,1763.4,4.272006245221609,46.05082902202844,,,,,,280.0,,,30.0,3.4000000953674316,32.0,1,4,,Freefall,2,-2.4551944732666016,7.843988418579102,-5.355413436889648,-0.15936273336410522,0.864614725112915,0.47300511598587036,10.322070121765137
20120427-120706.859,1335553626859,Alti,318468103087000,1693.45650289575,-33.54677383570085,782.969970703125,1725.375340899384,,,,,,,,,,,,,,,,,,,,Freefall,2,-3.5214271545410156,7.4790472984313965,-5.2820658683776855,-0.17684698104858398,0.8590335845947266,0.4669726490974426,10.797269821166992
20120427-120706.924,1335553626924,Alti,318468305022000,1687.7334125984987,-33.358727160717756,785.219970703125,1702.3243926107584,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.0215373039245605,5.91225528717041,-6.71638298034668,-0.2501460313796997,0.8830319046974182,0.37677595019340515,11.387303352355957
20120427-120707.215,1335553627215,Alti,318468500701000,1682.0461228433685,-33.20839822184866,786.0599975585938,1693.7321405513103,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.471052169799805,5.375471591949463,-6.881190299987793,-0.2846192717552185,0.8773326873779297,0.3587927222251892,12.173182487487793
20120427-120707.343,1335553627343,Alti,318468703582000,1676.2573346975896,-33.03872950631481,786.47998046875,1689.4391142670179,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.523144245147705,5.455554962158203,-6.783443927764893,-0.3037595748901367,0.8680245280265808,0.368193119764328,10.391075134277344
20120427-120707.550,1335553627550,Alti,318468906737000,1670.4082321051892,-32.88440824760066,787.1699829101563,1682.390001912991,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.893474102020264,5.694458484649658,-6.313720703125,-0.3096202313899994,0.8520169258117676,0.3948845863342285,10.64792251586914
20120427-120707.986,1335553627986,GPS,,1670.4082321051892,-32.88440824760066,,,33.61610015,-117.3088658,1705.6,4.548208847240944,46.38622214328651,,,,,,165.0,,,31.0,4.400000095367432,,1,3,,Freefall,2,-5.107828140258789,5.815107345581055,-6.027515888214111,-0.30633997917175293,0.8446100354194641,0.40892237424850464,10.356062889099121
20120427-120707.761,1335553627761,Alti,318469102538000,1664.889803799244,-32.71979526934609,787.6300048828125,1677.6931651421337,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.448369979858398,6.128106594085693,-5.384902000427246,-0.28442561626434326,0.8328016400337219,0.4378618001937866,10.037458419799805
20120427-120707.978,1335553627978,Alti,318469305022000,1659.3833942654476,-32.51971028236256,787.8999633789063,1674.9379157615203,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.830375671386719,6.3468017578125,-4.686155319213867,-0.27126169204711914,0.8156331777572632,0.466219425201416,10.102639198303223
