timestamp,millis,sensor,nano,altitude,climb,pressure,altitude_raw,latitude,longitude,altitude_gps,vN,vE,groundSpeed,speed,bearing,glide,glideAngle,hAcc,vAcc,sAcc,pdop,hdop,vdop,gpsFix,numSat,groundDistance,flightMode,jumpNumber,gX,gY,gZ,rotX,rotY,rotZ,acc
20120427-120610.228,1335553570228,Alti,318411509826000,3452.6406644737126,-34.18578572880854,629.2799682617188,3444.25965424444,,,,,,,,,,,,,,,,,,,,Freefall,2,-7.160659313201904,4.659360885620117,-4.8222222328186035,-0.3074200749397278,0.8070116639137268,0.4074234962463379,10.291610717773438
20120427-120610.463,1335553570463,Alti,318411704558000,3445.7770916180907,-34.2227375671934,629.3900146484375,3442.9125505988127,,,,,,,,,,,,,,,,,,,,Freefall,2,-7.433242321014404,4.398453235626221,-4.651726722717285,-0.30082133412361145,0.8041090965270996,0.3991932272911072,10.066844940185547
20120427-120610.526,1335553570526,Alti,318411906676000,3438.0468304791493,-34.36823225075604,630.7099609375,3426.7696231435975,,,,,,,,,,,,,,,,,,,,Freefall,2,-7.257657527923584,4.678521156311035,-4.655768394470215,-0.26858893036842346,0.8155680894851685,0.398529976606369,12.408720970153809
20120427-120610.730,1335553570730,Alti,318412103179000,3430.3743725868826,-34.532649334156474,631.4599609375,3417.609316312649,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.88163948059082,5.34912633895874,-4.501888275146484,-0.22037261724472046,0.8251571655273438,0.41437527537345886,12.3526611328125
20120427-120610.972,1335553570972,Alti,318412304992000,3421.688741207665,-34.83970428871926,633.0799560546875,3397.8531399795693,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.176755428314209,5.545218467712402,-5.228327751159668,-0.18682368099689484,0.8553200364112854,0.3921315670013428,13.576956748962402
20120427-120611.172,1335553571172,Alti,318412500335000,3413.6512570111986,-35.06006159646808,633.1900024414063,3396.512586906375,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.739664077758789,5.192701816558838,-6.027515888214111,-0.20379312336444855,0.8750278353691101,0.3607591390609741,12.721590042114258
20120427-120611.449,1335553571449,Alti,318412703551000,3406.435137089757,-35.07640150126013,632.47998046875,3405.165188540072,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.796774864196777,5.338049411773682,-6.688241958618164,-0.23292575776576996,0.88692307472229,0.35469159483909607,11.237175941467285
20120427-120611.526,1335553571526,Alti,318412906707000,3399.8825701530573,-34.97385290094687,632.260009765625,3407.8474321857248,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.612358570098877,5.965694427490234,-6.274801254272461,-0.2498375028371811,0.8702825903892517,0.3944295048713684,8.274600982666016
20120427-120611.767,1335553571767,Alti,318413102935000,3394.169384152435,-34.76823840091147,632.0700073242188,3410.1648619213897,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.201533317565918,5.932762622833252,-5.829477310180664,-0.26056310534477234,0.8539464473724365,0.4106060564517975,9.226621627807617
20120427-120612.8,1335553572008,Alti,318413305755000,3388.1078335489,-34.59117421970771,632.75,3401.8737000098417,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.256389617919922,5.51108980178833,-5.16949987411499,-0.2675808370113373,0.8317900896072388,0.41778501868247986,10.938220977783203
20120427-120612.243,1335553572243,Alti,318413508147000,3380.744307375333,-34.65600211134194,634.8999633789063,3375.706542392796,,,,,,,,,,,,,,,,,,,,Freefall,2,-6.541546821594238,4.930596828460693,-5.397775173187256,-0.2669556736946106,0.8389535546302795,0.3868383467197418,13.463899612426758
20120427-120612.354,1335553572354,Alti,318413703582000,3373.2979676917744,-34.776414737710446,635.8699951171875,3363.923790827179,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.941893577575684,4.8222222328186035,-6.13813591003418,-0.26251283288002014,0.862517237663269,0.3586072325706482,13.730303764343262
20120427-120612.618,1335553572618,Alti,318413906646000,3366.9120624690277,-34.655551728570124,634.8499755859375,3376.3141274217264,,,,,,,,,,,,,,,,,,,,Freefall,2,-5.314249038696289,5.343438148498535,-6.280340194702148,-0.24772214889526367,0.8710509538650513,0.37108975648880005,10.767998695373535
20120427-120612.827,1335553572827,Alti,318414104156000,3360.667315106611,-34.54824873010964,635.4500122070313,3369.02343836958,,,,,,,,,,,,,,,,,,,,Freefall,2,-4.86129093170166,5.973328590393066,-6.07646369934082,-0.2365408092737198,0.8681896328926086,0.39882892370224,7.934487819671631
